Home Ownership,Years in current job,Tax Liens,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Credit Score,Annual Income,Number of Open Accounts,Years of Credit History,Current Credit Balance,Monthly Debt,Credit Default
Home Mortgage,< 1 year,0.0,271986.0,0.0,19.0,0.0,debt consolidation,Long Term,309606.0,726.0,1010040.0,11.0,10.2,169347.0,15150.0,0
Rent,6 years,0.0,154396.0,1.0,21.0,1.0,debt consolidation,Short Term,79398.0,731.0,1086712.3093883288,9.0,18.7,67602.0,11889.0,0
Home Mortgage,10+ years,0.0,805244.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,744.0,1259206.0,8.0,28.3,476368.0,18154.0,0
Rent,8 years,0.0,250932.0,0.0,37.0,0.0,other,Short Term,110022.0,720.0,608057.0,11.0,28.6,59374.99999999997,9222.0,1
Home Mortgage,10+ years,0.0,475618.0,0.0,65.0,0.0,debt consolidation,Short Term,180136.0,734.0,2073185.0,17.0,19.1,208449.0,36626.0,0
Rent,3 years,0.0,561528.0,0.0,0.0,0.0,debt consolidation,Short Term,738386.0,731.0,1008548.9242701263,10.0,17.0,208050.0,6090.0,1
Rent,4 years,0.0,170390.0,0.0,7.0,0.0,home improvements,Short Term,184448.0,716.0,818862.0,9.0,19.4,92701.0,22110.0,0
Home Mortgage,1 year,0.0,1345652.0,0.0,40.0,0.0,debt consolidation,Short Term,432520.0,747.0,1157974.0,11.0,27.9,176643.0,8183.0,0
Home Mortgage,2 years,0.0,539132.0,0.0,10.0,0.0,home improvements,Short Term,307912.0,743.0,1785753.0,10.0,21.8,422313.0,17560.0,1
Rent,2 years,0.0,197164.0,1.0,15.0,1.0,debt consolidation,Long Term,216832.0,731.0,1349442.354035089,8.0,14.0,97052.0,25921.0,0
Rent,3 years,0.0,110418.0,0.0,0.0,0.0,other,Short Term,111958.0,714.0,615790.0,7.0,17.0,32433.0,13906.0,0
Home Mortgage,10+ years,0.0,384736.0,0.0,14.0,0.0,debt consolidation,Short Term,276562.0,653.0,1642075.0,12.0,12.9,275462.0,25863.0,0
Home Mortgage,10+ years,0.0,319110.0,0.0,27.0,0.0,home improvements,Short Term,281622.0,739.0,2128209.0,10.0,17.0,105013.0,13355.0,0
Home Mortgage,10+ years,0.0,596530.0,0.0,36.0,0.0,debt consolidation,Long Term,446952.0,731.0,1636917.2428962921,13.0,21.5,298813.0,31668.0,1
Home Mortgage,10+ years,0.0,582494.0,0.0,58.0,0.0,debt consolidation,Long Term,372328.0,680.0,729505.0,18.0,18.4,258571.0,11064.0,0
Home Mortgage,10+ years,0.0,1107634.0,0.0,17.0,0.0,debt consolidation,Short Term,602316.0,735.0,1170590.0,11.0,28.9,554819.0,16009.0,0
Home Mortgage,5 years,0.0,656590.0,0.0,29.0,0.0,home improvements,Short Term,309606.0,731.0,1385034.8541471604,11.0,16.3,79382.0,26872.0,0
Home Mortgage,10+ years,0.0,861762.0,0.0,13.0,0.0,debt consolidation,Long Term,248182.0,656.0,535876.0,16.0,17.5,317794.0,12504.0,0
Rent,7 years,0.0,762938.0,0.0,32.0,0.0,debt consolidation,Short Term,326744.0,741.0,978215.0,17.0,18.1,412471.0,22499.0,1
Home Mortgage,5 years,0.0,1320594.0,0.0,0.0,0.0,other,Short Term,309606.0,747.0,1615494.0,10.0,16.9,250914.0,8158.0,0
Home Mortgage,4 years,0.0,1241504.0,0.0,0.0,0.0,debt consolidation,Short Term,563046.0,742.0,1993651.0,10.0,17.6,700150.0,31400.0,0
Rent,3 years,0.0,211464.0,0.0,0.0,0.0,debt consolidation,Short Term,368500.0,6910.0,1263291.0,10.0,13.3,131138.0,3979.0,1
Rent,2 years,0.0,646844.0,0.0,0.0,0.0,debt consolidation,Short Term,194788.0,746.0,2056142.0,10.0,14.1,309491.0,7351.0,0
Rent,10+ years,0.0,1338612.0,0.0,0.0,0.0,debt consolidation,Short Term,532070.0,738.0,1170590.0,11.0,29.5,208449.0,16009.0,1
Home Mortgage,5 years,0.0,475618.0,0.0,68.0,0.0,debt consolidation,Short Term,263890.0,750.0,1667535.0,15.0,17.5,249584.0,11562.0,0
Rent,2 years,0.0,507540.0,0.0,0.0,0.0,debt consolidation,Long Term,667656.0,704.0,1749064.0,12.0,10.2,283594.0,30608.0,1
Rent,1 year,0.0,232386.0,0.0,10.0,0.0,debt consolidation,Short Term,156530.0,7380.0,664316.0,12.0,13.0,82289.0,5331.0,1
Rent,< 1 year,0.0,764654.0,0.0,68.0,0.0,buy house,Short Term,161898.0,744.0,1170590.0,10.0,17.0,244340.0,13044.0,0
Home Mortgage,10+ years,0.0,846604.0,0.0,0.0,0.0,debt consolidation,Short Term,295570.0,725.0,1544833.0,8.0,13.7,465747.0,30768.0,0
Home Mortgage,1 year,0.0,475618.0,0.0,0.0,0.0,medical bills,Short Term,130196.0,746.0,955719.0,6.0,16.2,66804.0,10354.0,1
Home Mortgage,4 years,0.0,278542.0,1.0,19.0,1.0,debt consolidation,Short Term,172414.0,673.0,1170590.0,8.0,18.9,133760.0,9266.0,1
Home Mortgage,7 years,0.0,150590.0,0.0,0.0,0.0,other,Short Term,309606.0,731.0,1144568.3233980422,10.0,9.7,208449.0,16009.0,0
Rent,1 year,0.0,1692988.0,0.0,0.0,0.0,other,Short Term,153912.0,747.0,2088746.0,13.0,12.6,33630.0,32776.0,0
Rent,10+ years,0.0,475618.0,0.0,39.0,0.0,debt consolidation,Short Term,446072.0,731.0,1563842.7857525337,9.0,18.8,712310.0,20867.0,1
Home Mortgage,10+ years,0.0,768966.0,0.0,0.0,0.0,debt consolidation,Short Term,368324.0,750.0,1403340.0,6.0,28.7,334704.0,18711.0,0
Home Mortgage,8 years,0.0,479864.0,0.0,0.0,0.0,debt consolidation,Short Term,394768.0,750.0,1515288.0,6.0,15.4,190646.0,17300.0,0
Rent,< 1 year,0.0,761596.0,0.0,0.0,0.0,debt consolidation,Short Term,332486.0,731.0,1162193.0349313992,13.0,13.9,169689.0,15639.0,0
Home Mortgage,5 years,0.0,673728.0,0.0,58.0,0.0,debt consolidation,Short Term,118690.0,720.0,894805.0,18.0,17.7,182704.0,16256.0,1
Home Mortgage,3 years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,538890.0,7480.0,989406.0,10.0,22.6,338770.0,14058.0,1
Own Home,10+ years,0.0,912142.0,0.0,0.0,0.0,debt consolidation,Short Term,105490.0,739.0,1721932.0,9.0,28.0,723957.0,37022.0,0
Own Home,10+ years,0.0,1259016.0,0.0,35.0,0.0,debt consolidation,Short Term,262174.0,7300.0,1415177.0,13.0,29.4,679573.0,23468.0,1
Home Mortgage,7 years,0.0,255574.0,1.0,52.0,1.0,debt consolidation,Long Term,784938.0,686.0,2421075.0,10.0,23.4,206815.0,29255.0,0
Home Mortgage,3 years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,133584.0,716.0,1249820.0,9.0,13.6,34143.00000000003,16873.0,0
Home Mortgage,7 years,0.0,221958.0,0.0,0.0,0.0,debt consolidation,Short Term,199804.0,743.0,1380445.0,6.0,17.0,108490.0,4578.0,0
Home Mortgage,10+ years,0.0,238348.0,1.0,0.0,1.0,debt consolidation,Long Term,80960.0,657.0,1068104.0,10.0,20.9,202559.0,14348.0,0
Home Mortgage,5 years,0.0,475618.0,1.0,0.0,0.0,debt consolidation,Long Term,460394.0,731.0,1154440.0710695928,10.0,20.1,208449.0,11469.0,1
Own Home,10+ years,0.0,700040.0,0.0,17.0,0.0,debt consolidation,Short Term,174878.0,731.0,1202031.5921111768,17.0,14.8,168074.0,17132.0,1
Rent,10+ years,0.0,428384.0,0.0,56.0,0.0,debt consolidation,Short Term,216458.0,731.0,1099031.6365667265,14.0,19.6,220115.0,8867.0,0
Home Mortgage,10+ years,0.0,463672.0,1.0,55.0,1.0,debt consolidation,Short Term,224026.0,731.0,1380409.2156491193,16.0,17.0,289522.0,21943.0,0
Home Mortgage,10+ years,0.0,393316.0,0.0,0.0,0.0,medical bills,Short Term,107910.0,703.0,1242638.0,19.0,23.9,283974.0,31687.0,0
Rent,3 years,0.0,159346.0,0.0,14.0,0.0,other,Short Term,134684.0,702.0,1647946.0,7.0,17.7,97147.0,17166.0,0
Home Mortgage,10+ years,0.0,830104.0,0.0,0.0,0.0,debt consolidation,Long Term,433268.0,724.0,935465.0,14.0,19.0,529074.0,19801.0,1
Rent,9 years,0.0,250250.0,0.0,43.0,0.0,buy house,Short Term,98538.0,731.0,973961.5261736182,10.0,14.8,83865.99999999997,8113.0,1
Home Mortgage,7 years,0.0,475618.0,0.0,0.0,0.0,home improvements,Short Term,348832.0,731.0,1694465.2074373197,17.0,20.6,208449.0,36717.0,0
Own Home,3 years,0.0,701448.0,0.0,51.0,0.0,debt consolidation,Short Term,77506.0,731.0,1583232.3127960793,9.0,23.0,393167.0,26429.0,0
Home Mortgage,10+ years,0.0,1036046.0,0.0,0.0,0.0,debt consolidation,Long Term,558030.0,699.0,1170590.0,12.0,15.5,392787.0,31872.0,0
Home Mortgage,4 years,0.0,475618.0,0.0,25.0,0.0,other,Short Term,309606.0,736.0,1163370.0,10.0,15.0,208449.0,16009.0,1
Home Mortgage,10+ years,0.0,322652.0,0.0,61.0,0.0,home improvements,Short Term,126720.0,750.0,1939349.0,10.0,17.5,56563.0,22949.0,0
Rent,7 years,1.0,506132.0,1.0,29.0,0.0,debt consolidation,Long Term,559856.0,731.0,1658264.5002660183,13.0,23.1,312094.0,31627.0,1
Rent,2 years,0.0,205436.0,0.0,0.0,0.0,other,Short Term,309606.0,731.0,1149074.759180933,10.0,13.1,115330.0,16531.0,0
Rent,1 year,0.0,840752.0,0.0,0.0,0.0,debt consolidation,Short Term,299002.0,7260.0,862353.0,19.0,16.5,336908.0,16241.0,1
Home Mortgage,10+ years,0.0,475618.0,0.0,61.0,0.0,debt consolidation,Long Term,302676.0,720.0,1587070.0,11.0,26.5,618830.0,20235.0,0
Home Mortgage,10+ years,0.0,537812.0,0.0,0.0,0.0,debt consolidation,Long Term,442772.0,7020.0,1529576.0,8.0,31.1,418038.0,21924.0,1
Home Mortgage,10+ years,0.0,965030.0,0.0,11.0,0.0,debt consolidation,Short Term,651882.0,748.0,1726492.0,7.0,18.0,441712.0,21437.0,0
Rent,8 years,0.0,1157706.0,0.0,0.0,0.0,other,Short Term,129844.0,731.0,1167389.7261724132,11.0,17.0,91979.0,16009.0,1
Home Mortgage,1 year,0.0,839256.0,0.0,0.0,0.0,debt consolidation,Long Term,329450.0,739.0,1517416.0,8.0,15.2,660307.0,20991.0,0
Home Mortgage,4 years,0.0,353408.0,0.0,50.0,0.0,debt consolidation,Short Term,258280.0,735.0,953230.0,10.0,20.2,246924.0,14775.0,0
Own Home,6 years,0.0,724086.0,0.0,0.0,0.0,other,Short Term,258082.0,751.0,1207336.0,6.0,22.4,208449.0,18211.0,0
Own Home,5 years,0.0,841874.0,0.0,44.0,0.0,debt consolidation,Long Term,787556.0,687.0,1651822.0,10.0,16.2,554762.0,33174.0,1
Own Home,3 years,0.0,453442.0,0.0,11.0,0.0,debt consolidation,Short Term,443080.0,692.0,1243645.0,12.0,14.3,55214.00000000003,13162.0,1
Home Mortgage,10+ years,0.0,449900.0,0.0,26.0,0.0,debt consolidation,Long Term,346126.0,675.0,1401212.0,14.0,13.6,221863.0,17982.0,1
Home Mortgage,9 years,0.0,603504.0,0.0,40.0,0.0,debt consolidation,Short Term,309606.0,713.0,1058376.0,13.0,13.0,264252.0,6888.0,0
Own Home,4 years,0.0,639584.0,0.0,0.0,0.0,other,Long Term,404228.0,692.0,1869695.0,12.0,12.400000000000002,302708.0,16009.0,0
Rent,1 year,0.0,302610.0,0.0,32.0,0.0,debt consolidation,Short Term,89672.0,746.0,1064969.0,17.0,24.1,219792.0,21388.0,0
Home Mortgage,2 years,0.0,309144.0,0.0,42.0,0.0,debt consolidation,Short Term,309606.0,743.0,1041447.0,14.0,11.4,141512.0,9981.0,0
Home Mortgage,10+ years,0.0,494934.0,0.0,19.0,0.0,debt consolidation,Short Term,266112.0,717.0,1907543.0,17.0,18.4,238070.0,23685.0,0
Own Home,2 years,0.0,1036486.0,0.0,28.0,0.0,debt consolidation,Short Term,585618.0,726.0,1145130.0,10.0,16.3,208449.0,28056.0,0
Home Mortgage,10+ years,0.0,475618.0,1.0,34.0,1.0,debt consolidation,Short Term,412016.0,731.0,1685547.0,11.0,21.3,60097.0,28233.0,0
Rent,5 years,0.0,289828.0,0.0,64.0,0.0,debt consolidation,Short Term,334466.0,701.0,1390648.0,12.0,18.3,220780.0,27581.0,0
Rent,1 year,0.0,475618.0,0.0,0.0,0.0,other,Short Term,309606.0,748.0,983820.0,6.0,16.5,208449.0,5288.0,0
Rent,5 years,0.0,344102.0,0.0,33.0,0.0,debt consolidation,Short Term,160754.0,725.0,539923.0,10.0,24.2,159885.0,11608.0,1
Rent,8 years,0.0,488620.0,1.0,0.0,1.0,debt consolidation,Long Term,380842.0,731.0,1523292.538307049,15.0,14.6,194541.0,31817.0,0
Rent,10+ years,0.0,790042.0,0.0,34.0,0.0,debt consolidation,Short Term,343552.0,7190.0,927200.0,10.0,26.0,311809.0,22485.0,1
Own Home,6 years,0.0,1571878.0,0.0,0.0,0.0,debt consolidation,Short Term,223278.0,751.0,1170590.0,11.0,25.4,264727.0,17718.0,0
Home Mortgage,10+ years,0.0,324412.0,0.0,54.0,0.0,debt consolidation,Short Term,421014.0,740.0,1027349.0,11.0,14.9,187150.0,10530.0,0
Home Mortgage,10+ years,0.0,518848.0,0.0,19.0,0.0,home improvements,Short Term,309606.0,682.0,1170590.0,15.0,24.5,387600.0,38226.0,0
Home Mortgage,7 years,0.0,1078176.0,0.0,0.0,0.0,debt consolidation,Short Term,591404.0,731.0,1574863.6928181802,10.0,16.0,208449.0,33267.0,1
Home Mortgage,3 years,0.0,544632.0,0.0,0.0,0.0,debt consolidation,Long Term,516648.0,719.0,1896333.0,7.0,12.9,408747.0,23072.0,0
Rent,1 year,0.0,710600.0,0.0,0.0,0.0,debt consolidation,Short Term,288926.0,731.0,1153179.4041623184,13.0,16.7,208658.0,13052.0,0
Rent,< 1 year,0.0,538670.0,0.0,0.0,0.0,debt consolidation,Short Term,389620.0,743.0,985530.0,18.0,13.0,294481.0,20943.0,0
Rent,10+ years,0.0,395494.0,1.0,63.0,1.0,debt consolidation,Long Term,772706.0,599.0,1735061.0,12.0,23.4,151316.0,28050.0,1
Home Mortgage,7 years,0.0,498432.0,0.0,0.0,0.0,other,Long Term,433840.0,731.0,1383264.47686094,14.0,14.7,218253.0,24667.0,1
Rent,< 1 year,0.0,936166.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,734.0,2277948.0,14.0,12.099999999999998,455183.0,29234.0,0
Rent,2 years,0.0,1148422.0,0.0,0.0,0.0,debt consolidation,Long Term,667524.0,6410.0,1154934.0,13.0,18.8,208449.0,29932.0,1
Home Mortgage,3 years,0.0,605220.0,0.0,28.0,0.0,debt consolidation,Short Term,333498.0,743.0,1651328.0,11.0,19.8,274930.0,10445.0,0
Rent,6 years,0.0,248006.0,0.0,0.0,0.0,take a trip,Short Term,107910.0,683.0,585770.0,6.0,17.0,135356.0,3802.0,1
Rent,3 years,0.0,569866.0,0.0,67.0,0.0,small business,Short Term,309606.0,717.0,769500.0,15.0,17.0,174724.0,8464.0,0
Own Home,< 1 year,0.0,524810.0,0.0,17.0,0.0,debt consolidation,Short Term,379632.0,742.0,1920140.0,11.0,14.3,333146.0,19201.0,0
Home Mortgage,8 years,0.0,390126.0,0.0,37.0,0.0,debt consolidation,Short Term,215490.0,7370.0,1302735.0,12.0,18.0,271567.0,26272.0,1
Own Home,6 years,0.0,207988.0,0.0,32.0,0.0,debt consolidation,Short Term,265276.0,747.0,1431840.0,7.0,13.1,68438.0,27563.0,0
Rent,4 years,0.0,341330.0,1.0,68.0,1.0,debt consolidation,Long Term,407132.0,682.0,1098162.0,16.0,15.4,168321.0,12629.0,1
Rent,2 years,0.0,617540.0,0.0,0.0,0.0,debt consolidation,Short Term,181984.0,730.0,833150.0,12.0,17.9,176529.0,17913.0,1
Own Home,10+ years,0.0,386012.0,1.0,0.0,1.0,debt consolidation,Short Term,354706.0,737.0,1531704.0,7.0,16.2,223364.0,7952.0,0
Home Mortgage,10+ years,0.0,776402.0,0.0,0.0,0.0,debt consolidation,Long Term,555896.0,731.0,1340402.9298434076,13.0,12.8,443878.0,18842.0,1
Home Mortgage,10+ years,0.0,161172.0,0.0,9.0,0.0,home improvements,Short Term,91520.0,731.0,1092626.1397660763,7.0,22.1,124716.0,9331.0,1
Rent,2 years,0.0,439670.0,0.0,0.0,0.0,debt consolidation,Short Term,284350.0,7210.0,944490.0,17.0,11.0,354654.0,18496.0,1
Rent,5 years,0.0,374154.0,0.0,0.0,0.0,debt consolidation,Long Term,376332.0,654.0,793174.0,9.0,18.2,282739.0,10047.0,1
Home Mortgage,10+ years,0.0,1528362.0,0.0,0.0,0.0,debt consolidation,Long Term,278190.0,731.0,1188181.6099535846,14.0,15.8,229672.0,14700.0,0
Own Home,10+ years,0.0,459800.0,1.0,65.0,1.0,business loan,Short Term,309606.0,738.0,1038578.0,14.0,17.0,336357.0,11476.0,1
Rent,10+ years,0.0,593472.0,0.0,0.0,0.0,debt consolidation,Long Term,405944.0,724.0,1510538.0,7.0,18.8,432060.0,19511.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Long Term,290994.0,737.0,1458345.0,19.0,17.0,399646.0,13672.0,1
Rent,10+ years,0.0,426008.0,1.0,0.0,1.0,home improvements,Short Term,178508.0,731.0,1282417.9620076416,11.0,17.0,125096.0,20741.0,0
Rent,9 years,0.0,556402.0,0.0,32.0,0.0,other,Short Term,133474.0,699.0,845367.0,13.0,13.8,41800.00000000003,11342.0,0
Rent,1 year,0.0,930754.0,0.0,0.0,0.0,debt consolidation,Long Term,326678.0,731.0,1352335.0086343165,10.0,15.7,332785.0,20320.0,0
Own Home,10+ years,0.0,400796.0,0.0,0.0,0.0,business loan,Long Term,523622.0,644.0,1443240.0,6.0,10.4,197999.0,16009.0,1
Own Home,7 years,0.0,592196.0,0.0,0.0,0.0,debt consolidation,Long Term,554136.0,731.0,1728786.7724949098,17.0,17.1,323247.0,37621.0,1
Home Mortgage,10+ years,0.0,556336.0,0.0,57.0,0.0,debt consolidation,Long Term,443696.0,725.0,1475293.0,10.0,25.1,230622.0,25941.0,1
Home Mortgage,10+ years,0.0,456984.0,0.0,32.0,0.0,debt consolidation,Short Term,328196.0,731.0,1489930.113151583,10.0,20.3,166934.0,28060.0,0
Home Mortgage,2 years,0.0,700062.0,0.0,21.0,0.0,other,Long Term,525998.0,6470.0,1408527.0,12.0,17.5,174135.0,9320.0,1
Rent,10+ years,1.0,475618.0,1.0,0.0,0.0,debt consolidation,Long Term,402512.0,688.0,1208324.0,17.0,16.9,635075.0,29302.0,1
Home Mortgage,1 year,0.0,265540.0,0.0,41.0,0.0,debt consolidation,Short Term,309606.0,746.0,1388045.0,8.0,10.0,144932.0,18507.0,0
Rent,4 years,0.0,375980.0,0.0,0.0,0.0,debt consolidation,Long Term,343684.0,731.0,1134469.199719087,11.0,16.6,238659.0,11584.0,1
Rent,10+ years,0.0,385616.0,0.0,18.0,0.0,other,Short Term,112068.0,686.0,1025924.0,10.0,22.4,300732.0,24793.0,1
Home Mortgage,10+ years,0.0,537438.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,724.0,940215.0,12.0,18.9,273372.0,15357.0,0
Home Mortgage,10+ years,0.0,658306.0,0.0,9.0,0.0,debt consolidation,Short Term,309606.0,731.0,1804911.0211616417,8.0,27.3,425277.0,34138.0,0
Own Home,4 years,0.0,198924.0,0.0,0.0,0.0,debt consolidation,Short Term,138424.0,731.0,1000764.9312820784,10.0,11.4,114076.0,10382.0,0
Home Mortgage,10+ years,0.0,404338.0,1.0,0.0,1.0,debt consolidation,Short Term,441034.0,731.0,1159846.240394165,6.0,31.7,106856.0,8250.0,0
Home Mortgage,6 years,0.0,589072.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,739.0,1170590.0,9.0,18.5,237063.0,11797.0,0
Home Mortgage,3 years,0.0,776094.0,0.0,0.0,0.0,home improvements,Long Term,440088.0,731.0,1710342.0,15.0,13.8,208449.0,16009.0,1
Rent,5 years,0.0,475618.0,0.0,0.0,0.0,medical bills,Short Term,309606.0,731.0,1043713.7499838416,10.0,10.7,208449.0,10772.0,0
Own Home,10+ years,0.0,475618.0,0.0,0.0,0.0,other,Short Term,352418.0,748.0,1449377.0,13.0,17.0,589912.0,22103.0,1
Home Mortgage,10+ years,0.0,475618.0,0.0,33.0,0.0,debt consolidation,Long Term,259864.0,717.0,1383922.0,10.0,11.0,42579.00000000003,9353.0,0
Home Mortgage,2 years,0.0,459976.0,1.0,0.0,1.0,debt consolidation,Short Term,261602.0,731.0,1402716.8233014802,11.0,16.0,305881.0,23117.0,1
Rent,6 years,0.0,267806.0,0.0,24.0,0.0,wedding,Short Term,216106.0,735.0,941108.0,11.0,14.8,201210.0,19371.0,0
Rent,2 years,0.0,555060.0,0.0,0.0,0.0,home improvements,Long Term,288662.0,731.0,1200482.6668416313,7.0,12.9,375364.0,13607.0,1
Rent,9 years,0.0,278190.0,0.0,8.0,0.0,debt consolidation,Short Term,258104.0,740.0,965960.0,12.0,14.7,169385.0,20205.0,1
Rent,7 years,0.0,1412818.0,0.0,16.0,0.0,debt consolidation,Short Term,309606.0,741.0,843201.0,19.0,17.5,453910.0,12648.0,0
Rent,< 1 year,0.0,526570.0,0.0,33.0,0.0,debt consolidation,Long Term,319924.0,660.0,815803.0,7.0,10.5,261041.0,11489.0,1
Rent,7 years,0.0,235576.0,0.0,32.0,0.0,debt consolidation,Short Term,137764.0,724.0,933185.0,11.0,17.0,158897.0,15242.0,1
Home Mortgage,7 years,1.0,544764.0,1.0,0.0,0.0,home improvements,Long Term,766150.0,731.0,1329151.7089619923,12.0,21.1,362729.0,16009.0,1
Home Mortgage,10+ years,0.0,1447270.0,0.0,0.0,0.0,debt consolidation,Long Term,559680.0,746.0,1170590.0,15.0,31.4,208449.0,16009.0,0
Rent,6 years,0.0,352308.0,0.0,0.0,0.0,other,Short Term,309606.0,733.0,1642911.0,15.0,13.7,264423.0,31215.0,0
Home Mortgage,7 years,0.0,577368.0,0.0,14.0,0.0,debt consolidation,Short Term,447964.0,737.0,1170590.0,16.0,17.0,272745.0,28774.0,0
Rent,7 years,0.0,855536.0,0.0,14.0,0.0,other,Short Term,434500.0,727.0,1170590.0,7.0,28.6,67982.00000000003,16009.0,0
Home Mortgage,10+ years,0.0,634920.0,0.0,64.0,0.0,debt consolidation,Short Term,779944.0,723.0,1982251.0,9.0,18.5,443593.0,30890.0,0
Home Mortgage,1 year,0.0,206250.0,0.0,7.0,0.0,debt consolidation,Short Term,266266.0,731.0,1391350.1223032998,12.0,17.7,136971.0,25296.0,0
Rent,1 year,0.0,639078.0,0.0,32.0,0.0,other,Long Term,309606.0,702.0,1532920.0,9.0,15.0,256652.0,12442.0,0
Rent,6 years,0.0,505010.0,0.0,12.0,0.0,debt consolidation,Long Term,218680.0,731.0,1230980.8874389457,16.0,17.2,289598.0,14799.0,1
Own Home,1 year,0.0,410058.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,744.0,833910.0,9.0,17.0,217436.0,20083.0,0
Home Mortgage,3 years,0.0,356554.0,0.0,0.0,0.0,debt consolidation,Short Term,302522.0,740.0,1324984.0,15.0,11.4,115482.0,18881.0,0
Home Mortgage,10+ years,0.0,311740.0,1.0,32.0,1.0,debt consolidation,Short Term,124784.0,731.0,1115196.4907505393,14.0,17.0,169898.0,11930.0,0
Rent,2 years,0.0,523094.0,0.0,31.0,0.0,debt consolidation,Long Term,382074.0,652.0,973370.0,9.0,12.6,394383.0,18494.0,0
Rent,10+ years,0.0,514360.0,0.0,0.0,0.0,debt consolidation,Short Term,393360.0,731.0,1215033.511467061,10.0,17.3,431775.0,11007.0,1
Rent,10+ years,0.0,902154.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,723.0,1060048.0,11.0,13.9,515014.0,26501.0,1
Home Mortgage,10+ years,0.0,145486.0,0.0,33.0,0.0,home improvements,Short Term,186362.0,7170.0,952375.0,10.0,22.2,47747.0,8413.0,1
Rent,10+ years,0.0,398992.0,1.0,63.0,1.0,debt consolidation,Short Term,260590.0,736.0,1161109.0,15.0,19.6,108889.0,29125.0,0
Home Mortgage,10+ years,0.0,230186.0,0.0,30.0,0.0,debt consolidation,Long Term,215050.0,731.0,1377884.2818591127,12.0,24.9,138966.0,21154.0,1
Home Mortgage,< 1 year,0.0,475618.0,1.0,0.0,0.0,home improvements,Long Term,216304.0,744.0,1170590.0,10.0,11.9,208449.0,7188.0,1
Home Mortgage,5 years,0.0,753830.0,0.0,13.0,0.0,debt consolidation,Long Term,661188.0,7230.0,1379989.0,10.0,31.0,440097.0,35419.0,1
Home Mortgage,5 years,0.0,443630.0,0.0,0.0,0.0,debt consolidation,Short Term,415514.0,739.0,1495224.0,13.0,12.099999999999998,280079.0,16323.0,0
Rent,5 years,0.0,242066.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,731.0,1087446.641019957,12.0,10.4,63764.0,16009.0,0
Home Mortgage,2 years,0.0,632214.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,743.0,1219192.0,8.0,26.5,368543.0,32207.0,0
Rent,10+ years,0.0,242968.0,0.0,20.0,0.0,debt consolidation,Long Term,280698.0,699.0,577182.0,13.0,10.1,155078.0,11111.0,1
Home Mortgage,1 year,0.0,1286186.0,0.0,32.0,0.0,debt consolidation,Long Term,444708.0,740.0,2304396.0,11.0,20.1,299915.0,28805.0,1
Rent,9 years,0.0,339130.0,1.0,0.0,1.0,debt consolidation,Long Term,336578.0,726.0,1065805.0,11.0,24.6,128288.0,21405.0,0
Home Mortgage,10+ years,0.0,1441396.0,0.0,35.0,0.0,debt consolidation,Short Term,753764.0,742.0,1394942.0,15.0,27.2,496698.0,16972.0,1
Own Home,6 years,0.0,164890.0,0.0,7.0,0.0,debt consolidation,Short Term,131846.0,730.0,1518176.0,16.0,15.6,118617.0,14676.0,0
Home Mortgage,10+ years,0.0,941138.0,0.0,17.0,0.0,debt consolidation,Long Term,309606.0,687.0,1516675.0,9.0,31.8,554325.0,26036.0,0
Rent,8 years,0.0,937904.0,0.0,0.0,0.0,debt consolidation,Long Term,435556.0,663.0,1339139.0,10.0,29.5,421211.0,18971.0,0
Home Mortgage,7 years,0.0,599214.0,0.0,7.0,0.0,debt consolidation,Short Term,329472.0,701.0,1612416.0,12.0,15.0,307914.0,18409.0,0
Own Home,10+ years,0.0,249392.0,0.0,0.0,0.0,debt consolidation,Short Term,331056.0,731.0,1108560.5700876494,6.0,20.4,152285.0,10321.0,1
Rent,3 years,0.0,1589940.0,0.0,32.0,0.0,debt consolidation,Long Term,359920.0,698.0,1748475.0,10.0,26.6,208449.0,31181.0,0
Rent,2 years,0.0,757196.0,0.0,11.0,0.0,debt consolidation,Short Term,467874.0,7330.0,2693782.0,10.0,16.6,461681.0,15557.0,1
Rent,1 year,0.0,493416.0,0.0,0.0,0.0,debt consolidation,Short Term,189068.0,7460.0,777974.0,10.0,13.4,183236.0,10114.0,1
Rent,6 years,0.0,617122.0,0.0,0.0,0.0,debt consolidation,Short Term,201960.0,739.0,794580.0,11.0,20.5,187074.0,7151.0,1
Home Mortgage,8 years,0.0,456170.0,0.0,32.0,0.0,debt consolidation,Short Term,424226.0,744.0,1170590.0,11.0,14.0,320682.0,36851.0,0
