Home Ownership,Years in current job,Tax Liens,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Credit Score,Annual Income,Number of Open Accounts,Years of Credit History,Current Credit Balance,Monthly Debt,Credit Default
Rent,10+ years,0.0,555390.0,0.0,0.0,0.0,debt consolidation,Short Term,277882.0,731.0,1274682.1787127797,6.0,17.0,303620.0,17109.0,0
Rent,3 years,0.0,239646.0,0.0,0.0,0.0,debt consolidation,Short Term,87142.0,733.0,832694.0,10.0,16.5,198284.0,13046.0,0
Rent,1 year,0.0,475618.0,0.0,18.0,0.0,debt consolidation,Short Term,309606.0,681.0,756846.0,19.0,15.6,208449.0,14948.0,0
Home Mortgage,9 years,0.0,163064.0,0.0,32.0,0.0,debt consolidation,Long Term,134222.0,687.0,953496.0,9.0,16.0,110979.0,8431.0,0
Home Mortgage,10+ years,0.0,1311156.0,0.0,32.0,0.0,debt consolidation,Long Term,771078.0,636.0,1369919.0,10.0,20.0,406524.0,24065.0,0
Rent,8 years,0.0,1133110.0,0.0,0.0,0.0,debt consolidation,Short Term,194194.0,734.0,1593796.0,13.0,15.1,597911.0,28688.0,1
Home Mortgage,6 years,0.0,475618.0,0.0,32.0,0.0,home improvements,Long Term,529826.0,731.0,1628637.941503035,14.0,18.4,208449.0,34456.0,1
Home Mortgage,2 years,0.0,206976.0,1.0,0.0,1.0,debt consolidation,Short Term,309606.0,728.0,1170590.0,9.0,15.1,162659.0,16009.0,0
Home Mortgage,10+ years,0.0,793804.0,1.0,0.0,1.0,other,Short Term,268488.0,719.0,1313964.0,15.0,17.2,181678.0,36353.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,17.0,0.0,debt consolidation,Short Term,309606.0,743.0,1170590.0,12.0,15.6,725477.0,16009.0,0
Rent,10+ years,0.0,1209736.0,0.0,0.0,0.0,debt consolidation,Short Term,571164.0,731.0,1647874.4966582689,9.0,17.0,707313.0,29783.0,0
Rent,< 1 year,0.0,313258.0,0.0,0.0,0.0,debt consolidation,Short Term,156706.0,732.0,1170590.0,10.0,17.0,240768.0,9709.0,0
Home Mortgage,< 1 year,0.0,229658.0,0.0,16.0,0.0,debt consolidation,Long Term,216590.0,710.0,1664799.0,9.0,19.0,123366.99999999999,15677.0,1
Rent,2 years,0.0,225412.0,0.0,14.0,0.0,debt consolidation,Short Term,223542.0,730.0,1158354.0,11.0,23.0,153786.0,27028.0,0
Rent,2 years,0.0,750156.0,0.0,65.0,0.0,debt consolidation,Short Term,311762.0,731.0,1709604.2465019936,15.0,18.6,489136.0,35146.0,1
Home Mortgage,10+ years,0.0,412852.0,1.0,29.0,1.0,debt consolidation,Short Term,325622.0,744.0,1968476.0,12.0,24.0,113734.0,17880.0,0
Home Mortgage,5 years,0.0,507056.0,0.0,0.0,0.0,debt consolidation,Short Term,236610.0,733.0,984542.0,15.0,16.5,197505.0,12389.0,0
Rent,< 1 year,0.0,349756.0,0.0,0.0,0.0,debt consolidation,Short Term,224202.0,731.0,1162839.727619215,8.0,14.0,165224.0,15126.0,0
Home Mortgage,6 years,0.0,937772.0,0.0,69.0,0.0,debt consolidation,Long Term,485606.0,693.0,1247597.0,12.0,17.0,506996.0,22665.0,0
Rent,3 years,0.0,526416.0,1.0,0.0,1.0,debt consolidation,Short Term,173998.0,731.0,1057543.5657180957,18.0,14.5,278692.0,10694.0,1
Rent,7 years,0.0,277244.0,1.0,0.0,1.0,debt consolidation,Short Term,309606.0,748.0,1075533.0,10.0,18.5,74233.0,8111.0,0
Rent,10+ years,0.0,181104.0,1.0,0.0,1.0,debt consolidation,Short Term,80674.0,731.0,1078418.7571285542,11.0,14.3,67716.0,12797.0,0
Home Mortgage,< 1 year,0.0,288332.0,0.0,0.0,0.0,other,Long Term,350482.0,7240.0,1135098.0,10.0,11.0,208449.0,6432.0,1
Rent,7 years,0.0,555456.0,0.0,0.0,0.0,debt consolidation,Short Term,268708.0,741.0,1198976.0,9.0,12.1,358340.0,7583.0,0
Home Mortgage,10+ years,0.0,405240.0,0.0,0.0,0.0,debt consolidation,Short Term,225082.0,741.0,971945.0,8.0,10.7,158536.0,11663.0,0
Home Mortgage,10+ years,0.0,497640.0,0.0,23.0,0.0,home improvements,Long Term,450912.0,728.0,1655052.0,6.0,17.8,171475.0,26343.0,0
Rent,10+ years,1.0,436744.0,1.0,0.0,0.0,debt consolidation,Short Term,309606.0,743.0,1438281.0,11.0,19.8,205561.0,24810.0,0
Home Mortgage,10+ years,0.0,158466.0,0.0,8.0,0.0,debt consolidation,Long Term,322036.0,705.0,2001232.0,9.0,29.0,74309.0,16009.0,0
Own Home,7 years,0.0,997414.0,0.0,0.0,0.0,debt consolidation,Short Term,234586.0,747.0,578835.0,11.0,18.7,174857.0,9792.0,0
Rent,4 years,0.0,287254.0,0.0,0.0,0.0,small business,Short Term,93478.0,714.0,864918.0,6.0,9.6,183065.0,14848.0,1
Own Home,7 years,0.0,925650.0,0.0,33.0,0.0,medical bills,Short Term,220924.0,731.0,1447325.4255496985,10.0,27.8,396511.0,20180.0,0
Rent,9 years,0.0,475618.0,0.0,22.0,0.0,debt consolidation,Short Term,222310.0,685.0,1170590.0,10.0,15.4,208449.0,16009.0,1
Rent,< 1 year,0.0,183216.0,0.0,60.0,0.0,debt consolidation,Short Term,158928.0,723.0,2173372.0,12.0,13.2,82289.0,30608.0,0
Rent,8 years,0.0,898810.0,0.0,0.0,0.0,other,Short Term,447260.0,732.0,1062252.0,11.0,22.5,343881.0,8516.0,0
Rent,8 years,0.0,821480.0,0.0,58.0,0.0,debt consolidation,Long Term,448052.0,676.0,1257610.0,14.0,16.5,167428.0,27562.0,1
Rent,10+ years,2.0,381128.0,2.0,17.0,0.0,debt consolidation,Short Term,311300.0,7480.0,1152198.0,6.0,24.4,249831.0,25732.0,1
Home Mortgage,10+ years,0.0,321970.0,1.0,0.0,1.0,debt consolidation,Short Term,214764.0,736.0,1112868.0,12.0,13.5,142652.0,11592.0,0
Rent,10+ years,0.0,222508.0,0.0,0.0,0.0,other,Long Term,333674.0,731.0,954827.4208571126,10.0,21.0,137978.0,3840.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,business loan,Short Term,309606.0,736.0,2263812.0,17.0,25.0,68020.00000000003,15507.0,0
Home Mortgage,1 year,0.0,191224.0,1.0,0.0,1.0,debt consolidation,Short Term,159786.0,731.0,1156976.626287531,7.0,28.0,114266.0,9799.0,0
Home Mortgage,10+ years,0.0,905762.0,0.0,33.0,0.0,debt consolidation,Long Term,322036.0,733.0,1062252.0,13.0,19.2,558524.0,23812.0,0
Home Mortgage,10+ years,0.0,372218.0,1.0,9.0,1.0,debt consolidation,Long Term,297418.0,731.0,1375419.022812671,10.0,13.0,119909.0,25686.0,1
Rent,10+ years,0.0,475618.0,0.0,0.0,0.0,home improvements,Short Term,444620.0,731.0,1103389.8157421045,19.0,17.7,208449.0,12372.0,1
Home Mortgage,3 years,0.0,771870.0,0.0,17.0,0.0,home improvements,Short Term,239118.0,731.0,1005032.158445494,15.0,20.7,216657.0,6141.0,0
Rent,3 years,0.0,475618.0,0.0,0.0,0.0,business loan,Long Term,574068.0,659.0,2087492.0,10.0,17.3,565516.0,34096.0,1
Home Mortgage,3 years,0.0,817498.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,732.0,1408052.0,12.0,20.5,502683.0,24171.0,0
Home Mortgage,< 1 year,0.0,633732.0,0.0,0.0,0.0,debt consolidation,Short Term,199298.0,746.0,1376892.0,12.0,19.3,259426.0,25931.0,0
Rent,10+ years,0.0,1567456.0,0.0,0.0,0.0,other,Short Term,309606.0,736.0,660687.0,12.0,26.7,383097.0,6937.0,0
Rent,10+ years,0.0,889856.0,0.0,29.0,0.0,debt consolidation,Short Term,321926.0,746.0,1556898.0,14.0,21.5,431908.0,24521.0,0
Home Mortgage,10+ years,0.0,368236.0,0.0,34.0,0.0,debt consolidation,Short Term,317306.0,740.0,1294071.0,7.0,21.8,205751.0,13803.0,0
Rent,10+ years,0.0,501512.0,0.0,8.0,0.0,debt consolidation,Short Term,152812.0,734.0,1885370.0,10.0,15.2,159391.0,13637.0,0
Home Mortgage,< 1 year,0.0,860530.0,0.0,0.0,0.0,debt consolidation,Short Term,333740.0,745.0,1170590.0,10.0,21.5,360449.0,16009.0,0
Rent,2 years,0.0,157960.0,0.0,17.0,0.0,debt consolidation,Short Term,649044.0,726.0,1344896.0,9.0,30.0,102030.0,27458.0,1
Home Mortgage,1 year,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,563750.0,731.0,1227876.8430058197,14.0,20.4,208449.0,16009.0,1
Home Mortgage,10+ years,0.0,795168.0,0.0,0.0,0.0,debt consolidation,Long Term,649242.0,738.0,2523200.0,11.0,20.5,289123.0,30699.0,1
Home Mortgage,10+ years,0.0,574222.0,0.0,0.0,0.0,other,Short Term,309606.0,746.0,1170590.0,10.0,10.4,144818.0,5396.0,1
Home Mortgage,6 years,0.0,562760.0,0.0,0.0,0.0,debt consolidation,Short Term,527164.0,746.0,2181504.0,11.0,19.4,273144.0,17034.0,0
Rent,10+ years,0.0,761860.0,0.0,24.0,0.0,debt consolidation,Long Term,194194.0,6950.0,1272316.0,10.0,17.0,144096.0,6383.0,1
Rent,3 years,0.0,475618.0,1.0,0.0,1.0,debt consolidation,Long Term,625526.0,649.0,1957703.0,6.0,26.0,208449.0,31812.0,0
Rent,10+ years,0.0,585134.0,0.0,0.0,0.0,debt consolidation,Long Term,394372.0,692.0,1702989.0,17.0,16.5,440154.0,16009.0,0
Own Home,1 year,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Long Term,393338.0,710.0,1226735.0,10.0,27.5,208449.0,20548.0,1
Rent,4 years,0.0,637472.0,0.0,0.0,0.0,debt consolidation,Short Term,241076.0,743.0,851751.0,13.0,20.0,286292.0,6573.0,0
Rent,9 years,0.0,296692.0,0.0,74.0,0.0,take a trip,Short Term,110792.0,731.0,1267841.9781639203,11.0,14.1,187321.0,19964.0,0
Home Mortgage,10+ years,0.0,540210.0,0.0,0.0,0.0,debt consolidation,Short Term,153164.0,744.0,1170590.0,11.0,17.0,219735.0,7975.0,1
Home Mortgage,5 years,0.0,830038.0,0.0,0.0,0.0,debt consolidation,Short Term,734426.0,664.0,1825938.0,12.0,20.8,628672.0,20237.0,1
Home Mortgage,1 year,0.0,475618.0,0.0,64.0,0.0,debt consolidation,Short Term,710358.0,730.0,1615475.0,10.0,23.0,208449.0,21540.0,0
Home Mortgage,2 years,0.0,1579248.0,0.0,7.0,0.0,debt consolidation,Short Term,337854.0,744.0,1458915.0,14.0,27.3,331436.0,11805.0,0
Rent,7 years,0.0,771056.0,0.0,0.0,0.0,debt consolidation,Short Term,522412.0,738.0,1691874.0,13.0,19.8,487445.0,17765.0,1
Home Mortgage,10+ years,0.0,475618.0,0.0,48.0,0.0,debt consolidation,Short Term,216260.0,731.0,1678886.7911224721,13.0,30.0,41933.0,33756.0,0
Home Mortgage,10+ years,0.0,191422.0,0.0,62.0,0.0,debt consolidation,Short Term,224466.0,7250.0,775428.0,13.0,15.5,156731.0,11955.0,1
Home Mortgage,6 years,0.0,770264.0,0.0,0.0,0.0,debt consolidation,Long Term,439428.0,689.0,1916720.0,10.0,20.3,403788.0,29390.0,0
Rent,6 years,0.0,127446.0,0.0,0.0,0.0,debt consolidation,Short Term,164230.0,645.0,1170590.0,8.0,13.7,106894.0,4190.0,0
Home Mortgage,5 years,0.0,833316.0,0.0,24.0,0.0,debt consolidation,Short Term,217822.0,731.0,978746.7432572609,9.0,17.0,173451.0,5916.0,0
Home Mortgage,2 years,0.0,496100.0,0.0,61.0,0.0,debt consolidation,Short Term,327184.0,713.0,754756.0,14.0,15.0,245936.0,21825.0,1
Rent,< 1 year,0.0,1034836.0,0.0,15.0,0.0,debt consolidation,Long Term,523864.0,731.0,1214389.675122737,8.0,16.4,208449.0,16009.0,1
Home Mortgage,2 years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Long Term,458392.0,676.0,1602403.0,12.0,19.7,208449.0,16009.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,400004.0,731.0,1205356.4807370168,10.0,16.2,208449.0,16009.0,1
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,127974.0,731.0,1516599.8112900741,14.0,17.0,208449.0,30061.0,1
Home Mortgage,1 year,0.0,1107700.0,0.0,0.0,0.0,debt consolidation,Short Term,676368.0,744.0,2725968.0,12.0,17.2,709840.0,16009.0,0
Own Home,10+ years,0.0,940786.0,0.0,32.0,0.0,other,Short Term,214896.0,723.0,1206348.0,10.0,15.5,444429.0,33677.0,1
Home Mortgage,10+ years,0.0,517638.0,0.0,32.0,0.0,debt consolidation,Short Term,260986.0,7250.0,807690.0,14.0,29.7,243637.0,21740.0,1
Home Mortgage,9 years,0.0,561462.0,0.0,21.0,0.0,debt consolidation,Short Term,143792.0,701.0,1170590.0,16.0,16.5,207537.0,9582.0,1
Rent,1 year,0.0,165374.0,0.0,0.0,0.0,other,Short Term,121858.0,725.0,657761.0,8.0,12.599999999999998,81130.0,7071.0,1
Rent,10+ years,0.0,296736.0,0.0,22.0,0.0,debt consolidation,Short Term,343838.0,739.0,965086.0,9.0,19.2,186561.0,15361.0,1
Own Home,10+ years,0.0,158840.0,2.0,63.0,1.0,other,Short Term,102080.0,731.0,1182746.3568394314,7.0,17.0,38950.0,16009.0,1
Rent,5 years,0.0,215446.0,0.0,19.0,0.0,debt consolidation,Short Term,309606.0,728.0,774972.0,8.0,9.9,121125.0,10656.0,0
Home Mortgage,5 years,0.0,118668.0,0.0,0.0,0.0,business loan,Short Term,594264.0,685.0,1414550.0,6.0,21.4,208449.0,28173.0,1
Home Mortgage,5 years,0.0,312312.0,0.0,0.0,0.0,debt consolidation,Long Term,308000.0,723.0,855000.0,19.0,10.8,127851.0,24011.0,1
Home Mortgage,10+ years,0.0,219934.0,0.0,46.0,0.0,debt consolidation,Short Term,615934.0,7300.0,2279772.0,9.0,15.3,184053.0,26027.0,1
Own Home,10+ years,4.0,475618.0,5.0,18.0,1.0,debt consolidation,Short Term,268356.0,739.0,1268896.0,15.0,15.8,208449.0,14698.0,0
Home Mortgage,8 years,0.0,251724.0,0.0,24.0,0.0,debt consolidation,Short Term,131384.0,731.0,1268031.8497790743,8.0,18.7,204782.0,17518.0,0
Home Mortgage,10+ years,0.0,280236.0,1.0,32.0,0.0,home improvements,Long Term,408980.0,731.0,1335019.0827670968,14.0,19.3,98496.0,22321.0,1
Home Mortgage,6 years,0.0,416900.0,0.0,0.0,0.0,debt consolidation,Long Term,538076.0,6600.0,1452227.0,10.0,12.8,256006.0,30497.0,1
Home Mortgage,5 years,0.0,475618.0,0.0,17.0,0.0,debt consolidation,Long Term,332442.0,676.0,1110151.0,10.0,12.8,65664.0,19520.0,1
Home Mortgage,10+ years,0.0,655380.0,0.0,0.0,0.0,debt consolidation,Short Term,445676.0,749.0,1539608.0,8.0,17.0,526965.0,31049.0,1
Rent,10+ years,0.0,329340.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,735.0,959994.0,13.0,11.7,180044.0,13280.0,0
Rent,10+ years,0.0,475618.0,0.0,0.0,0.0,home improvements,Short Term,604670.0,731.0,1091611.0779864134,9.0,14.3,208449.0,11573.0,0
Rent,3 years,0.0,382008.0,0.0,32.0,0.0,debt consolidation,Short Term,237512.0,733.0,1377196.0,7.0,17.4,278787.0,32823.0,1
Rent,< 1 year,0.0,980342.0,0.0,0.0,0.0,debt consolidation,Long Term,438460.0,645.0,1325345.0,16.0,9.9,536788.0,24850.0,0
Home Mortgage,8 years,0.0,467104.0,0.0,32.0,0.0,debt consolidation,Short Term,220242.0,737.0,1046159.0,13.0,15.3,264233.0,21533.0,0
Rent,6 years,0.0,689832.0,0.0,0.0,0.0,debt consolidation,Long Term,458854.0,731.0,1308820.645437632,16.0,28.300000000000004,291935.0,15944.0,1
Home Mortgage,10+ years,0.0,1619750.0,0.0,0.0,0.0,debt consolidation,Short Term,336578.0,747.0,620103.0,13.0,22.9,268584.0,7441.0,0
Home Mortgage,3 years,0.0,804936.0,0.0,38.0,0.0,debt consolidation,Long Term,436392.0,649.0,1451011.0,11.0,16.4,387220.0,18839.0,0
Home Mortgage,10+ years,0.0,241098.0,1.0,0.0,1.0,debt consolidation,Short Term,131604.0,709.0,530404.0,10.0,18.9,76627.0,16009.0,0
Home Mortgage,7 years,0.0,1525062.0,0.0,44.0,0.0,debt consolidation,Long Term,541420.0,728.0,1496288.0,15.0,16.3,504450.0,26310.0,0
Rent,< 1 year,0.0,634414.0,0.0,0.0,0.0,business loan,Long Term,215864.0,742.0,939588.0,15.0,17.6,106837.0,13475.0,1
Rent,6 years,0.0,275660.0,0.0,43.0,0.0,debt consolidation,Short Term,164230.0,7400.0,756428.0,11.0,13.9,134520.0,18595.0,1
Rent,7 years,0.0,824032.0,0.0,32.0,0.0,debt consolidation,Short Term,413424.0,731.0,1811212.4270298565,10.0,29.9,208449.0,37391.0,0
Rent,10+ years,0.0,468886.0,0.0,40.0,0.0,other,Short Term,172436.0,683.0,1170590.0,11.0,22.7,244587.0,7297.0,0
Rent,3 years,0.0,188298.0,0.0,45.0,0.0,other,Short Term,405944.0,736.0,782192.0,7.0,13.7,208449.0,5690.0,0
Home Mortgage,10+ years,0.0,291852.0,1.0,0.0,1.0,debt consolidation,Long Term,257444.0,682.0,867540.0,16.0,15.0,194826.0,5668.0,0
Home Mortgage,10+ years,0.0,828740.0,0.0,74.0,0.0,debt consolidation,Short Term,257686.0,703.0,1854590.0,17.0,24.1,662758.0,16009.0,0
Rent,6 years,0.0,147840.0,0.0,0.0,0.0,debt consolidation,Short Term,139106.0,726.0,1501608.0,9.0,10.8,118864.0,16643.0,0
Home Mortgage,1 year,0.0,1209714.0,0.0,0.0,0.0,debt consolidation,Short Term,117018.0,731.0,1061140.3847908662,11.0,17.5,209988.0,9289.0,0
Home Mortgage,10+ years,0.0,178662.0,0.0,0.0,0.0,debt consolidation,Short Term,200882.0,733.0,1387969.0,6.0,17.0,137332.0,14689.0,0
Home Mortgage,10+ years,1.0,306152.0,1.0,0.0,0.0,debt consolidation,Short Term,309606.0,737.0,1124952.0,7.0,21.1,170810.0,4594.0,0
Home Mortgage,10+ years,0.0,1278662.0,0.0,0.0,0.0,debt consolidation,Long Term,616000.0,742.0,1634000.0,10.0,28.2,693500.0,21514.0,0
Rent,10+ years,0.0,511720.0,0.0,19.0,0.0,debt consolidation,Long Term,134222.0,691.0,1255748.0,10.0,18.5,42864.0,16009.0,0
Rent,5 years,0.0,755150.0,0.0,0.0,0.0,debt consolidation,Short Term,144518.0,747.0,1170590.0,14.0,14.5,183255.0,9099.0,1
Home Mortgage,10+ years,0.0,611754.0,0.0,0.0,0.0,debt consolidation,Short Term,134420.0,743.0,1094837.0,9.0,17.0,230356.0,17700.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,23.0,0.0,debt consolidation,Long Term,606760.0,618.0,2545240.0,9.0,23.1,208449.0,26958.0,0
Rent,5 years,0.0,387530.0,0.0,17.0,0.0,debt consolidation,Long Term,309606.0,717.0,1087883.0,16.0,20.1,261060.0,21033.0,0
Rent,10+ years,0.0,601920.0,0.0,33.0,0.0,debt consolidation,Short Term,263472.0,732.0,1232530.0,15.0,17.0,315552.0,10682.0,0
Home Mortgage,1 year,0.0,358798.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,731.0,1167117.762758621,11.0,17.0,34390.0,16009.0,0
Home Mortgage,6 years,0.0,217030.0,0.0,35.0,0.0,debt consolidation,Short Term,197252.0,732.0,757112.0,11.0,22.8,112461.0,19180.0,1
Home Mortgage,10+ years,0.0,294470.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,748.0,1300075.0,10.0,28.5,142671.0,18851.0,0
Own Home,7 years,4.0,421916.0,4.0,49.0,0.0,debt consolidation,Short Term,218460.0,731.0,1334975.978931173,15.0,12.1,201134.0,24197.0,1
Rent,7 years,0.0,452188.0,0.0,19.0,0.0,debt consolidation,Short Term,349756.0,742.0,1850087.0,7.0,12.5,317870.0,18347.0,0
Home Mortgage,3 years,0.0,716166.0,0.0,33.0,0.0,debt consolidation,Short Term,194062.0,736.0,893855.0,9.0,23.0,263473.0,16909.0,0
Rent,10+ years,0.0,577676.0,0.0,0.0,0.0,debt consolidation,Long Term,313566.0,674.0,706059.0,18.0,13.7,241471.0,14768.0,1
Rent,10+ years,0.0,925584.0,0.0,32.0,0.0,debt consolidation,Short Term,283624.0,735.0,1507384.0,19.0,15.3,333336.0,20475.0,0
Rent,1 year,0.0,573958.0,0.0,32.0,0.0,debt consolidation,Short Term,219120.0,748.0,567720.0,7.0,15.4,227525.0,6718.0,0
Home Mortgage,10+ years,0.0,709830.0,0.0,0.0,0.0,debt consolidation,Long Term,778624.0,731.0,1313030.8098562749,15.0,21.1,553584.0,16009.0,0
Home Mortgage,7 years,0.0,1056528.0,0.0,32.0,0.0,debt consolidation,Long Term,528220.0,654.0,1520608.0,15.0,22.6,398734.0,28131.0,1
Rent,2 years,0.0,475618.0,0.0,0.0,0.0,moving,Short Term,107998.0,706.0,1305794.0,10.0,9.5,208449.0,16009.0,0
Home Mortgage,1 year,0.0,475618.0,2.0,0.0,1.0,debt consolidation,Short Term,120868.0,715.0,931950.0,10.0,29.0,64752.0,12271.0,0
Rent,< 1 year,0.0,818048.0,0.0,0.0,0.0,moving,Long Term,232408.0,729.0,2293908.0,8.0,12.1,34618.0,10246.0,0
Rent,10+ years,0.0,725120.0,0.0,53.0,0.0,debt consolidation,Short Term,309606.0,732.0,2466542.0,10.0,17.8,515394.0,32887.0,0
Rent,10+ years,0.0,656392.0,1.0,0.0,1.0,debt consolidation,Short Term,389576.0,737.0,1149576.0,8.0,14.4,305539.0,15423.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,311168.0,731.0,1191281.720063834,18.0,17.9,208449.0,16009.0,0
Rent,4 years,0.0,370216.0,0.0,19.0,0.0,debt consolidation,Short Term,161634.0,717.0,814283.0,12.0,20.4,102638.0,17439.0,0
Home Mortgage,3 years,0.0,680460.0,0.0,0.0,0.0,debt consolidation,Long Term,553916.0,594.0,2009174.0,10.0,27.8,579443.0,29451.0,0
Home Mortgage,10+ years,0.0,181698.0,0.0,9.0,0.0,debt consolidation,Short Term,560626.0,739.0,1170590.0,6.0,15.0,135280.0,15582.0,0
Rent,2 years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,267960.0,737.0,1170590.0,10.0,17.0,208449.0,10013.0,1
Home Mortgage,7 years,0.0,337876.0,1.0,32.0,1.0,home improvements,Long Term,337986.0,731.0,1424842.7558340817,16.0,23.0,223516.0,23843.0,1
Rent,4 years,0.0,471064.0,0.0,0.0,0.0,other,Short Term,260832.0,740.0,563160.0,10.0,11.7,109022.0,6852.0,0
Rent,10+ years,0.0,588610.0,0.0,0.0,0.0,debt consolidation,Short Term,170412.0,731.0,1416273.6503381922,10.0,26.0,306033.0,20466.0,0
Home Mortgage,10+ years,0.0,263604.0,0.0,6.0,0.0,debt consolidation,Short Term,309606.0,723.0,1721457.0,6.0,27.3,121353.0,23527.0,0
Home Mortgage,10+ years,0.0,1093202.0,0.0,0.0,0.0,debt consolidation,Long Term,435204.0,707.0,902063.0,16.0,20.4,399361.0,9998.0,1
Rent,10+ years,0.0,200926.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,736.0,1170590.0,6.0,11.5,145597.0,6594.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,other,Short Term,309606.0,750.0,1170590.0,12.0,17.0,208449.0,20272.0,0
Home Mortgage,4 years,0.0,366410.0,1.0,0.0,1.0,debt consolidation,Short Term,109736.0,719.0,2274300.0,10.0,19.4,224675.0,9779.0,1
Home Mortgage,10+ years,0.0,491150.0,0.0,0.0,0.0,home improvements,Long Term,601260.0,7230.0,1506472.0,12.0,14.5,118769.00000000001,22471.0,1
Home Mortgage,10+ years,0.0,173030.0,0.0,10.0,0.0,debt consolidation,Short Term,628870.0,747.0,2618618.0,10.0,19.9,105944.0,24877.0,0
Rent,2 years,0.0,417340.0,0.0,29.0,0.0,debt consolidation,Short Term,403524.0,731.0,1402680.929481394,15.0,9.2,101270.0,29364.0,1
Home Mortgage,6 years,0.0,379346.0,0.0,42.0,0.0,debt consolidation,Short Term,309606.0,722.0,521037.0,11.0,15.0,240141.0,9509.0,1
Rent,5 years,0.0,561110.0,0.0,0.0,0.0,debt consolidation,Short Term,270248.0,728.0,680770.0,11.0,17.0,267995.0,14069.0,0
Home Mortgage,10+ years,0.0,574464.0,0.0,56.0,0.0,debt consolidation,Short Term,309606.0,735.0,1383732.0,18.0,25.2,294690.0,30442.0,0
Rent,2 years,0.0,725780.0,0.0,0.0,0.0,other,Short Term,309606.0,727.0,2692718.0,10.0,10.0,470117.0,13666.0,0
Home Mortgage,6 years,0.0,398926.0,0.0,0.0,0.0,other,Short Term,86042.0,749.0,668819.0,8.0,14.7,57531.99999999997,16009.0,0
Rent,3 years,0.0,695112.0,0.0,55.0,0.0,debt consolidation,Long Term,313940.0,684.0,871511.0,14.0,20.0,384218.0,15469.0,0
Home Mortgage,10+ years,0.0,603702.0,0.0,7.0,0.0,debt consolidation,Long Term,628474.0,676.0,1235741.0,12.0,26.5,252871.0,26568.0,0
Rent,1 year,0.0,197560.0,0.0,0.0,0.0,debt consolidation,Short Term,188914.0,731.0,1112412.0,9.0,17.0,114323.0,12422.0,0
Own Home,2 years,0.0,530156.0,0.0,0.0,0.0,debt consolidation,Long Term,330396.0,670.0,679820.0,7.0,17.0,311334.0,10764.0,1
Rent,< 1 year,0.0,942678.0,0.0,0.0,0.0,debt consolidation,Short Term,433048.0,749.0,1170590.0,17.0,12.8,415207.0,38148.0,0
Rent,10+ years,0.0,347666.0,0.0,42.0,0.0,debt consolidation,Short Term,133804.0,731.0,1228602.6536921288,8.0,17.4,82574.0,17575.0,1
Home Mortgage,2 years,0.0,1281808.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,743.0,2330597.0,10.0,29.9,650921.0,30492.0,0
Home Mortgage,2 years,0.0,186252.0,1.0,71.0,0.0,other,Short Term,132946.0,731.0,1097178.5424892097,7.0,10.0,78318.0,14544.0,0
Rent,2 years,0.0,112222.0,0.0,0.0,0.0,debt consolidation,Short Term,143110.0,731.0,760608.0,10.0,15.8,83353.0,9761.0,1
Rent,8 years,0.0,1186130.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,747.0,1500088.0,16.0,13.5,154679.0,22376.0,0
Home Mortgage,10+ years,0.0,425040.0,0.0,0.0,0.0,debt consolidation,Short Term,112420.0,746.0,1223334.0,7.0,16.9,202996.0,21408.0,0
Rent,< 1 year,0.0,356972.0,1.0,0.0,1.0,debt consolidation,Long Term,258170.0,724.0,631731.0,8.0,28.8,183122.0,12371.0,0
Home Mortgage,10+ years,0.0,414238.0,0.0,0.0,0.0,debt consolidation,Long Term,350482.0,738.0,1456711.0,8.0,14.3,271529.0,13960.0,0
Home Mortgage,3 years,1.0,1220362.0,1.0,32.0,0.0,debt consolidation,Short Term,429572.0,731.0,1447160.5608747597,13.0,13.7,208449.0,28123.0,0
Rent,10+ years,7.0,434126.0,7.0,54.0,0.0,medical bills,Short Term,782782.0,716.0,1170590.0,9.0,20.0,275576.0,37182.0,0
Rent,< 1 year,0.0,428516.0,0.0,0.0,0.0,debt consolidation,Short Term,146168.0,731.0,944184.5113946339,10.0,11.9,126578.0,7031.0,0
